,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,HourlyRate,JobLevel,MaritalStatus,MonthlyIncome,MonthlyRate,Over18,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,JobRole,PerformanceRating,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Attrition,JobSatisfaction,EnvironmentSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,NumCompaniesWorked
470,24,Travel_Frequently,535,Sales,24,3,Medical,1,632,Male,38,1,Married,2400,5530,Y,13,3,80,2,3,Sales Representative,3,2,1,1.3862943611198906,1.0986122886681096,1.0986122886681096,No,4,4,3,3,No,0
471,38,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,Female,76,2,Married,9824,22174,Y,19,3,80,1,4,Healthcare Representative,3,0,0,2.9444389791664403,0.6931471805599453,0.0,No,3,3,3,3,No,3
472,37,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,Female,65,2,Married,6447,15701,Y,12,2,80,1,2,Manufacturing Director,3,5,3,2.1972245773362196,1.9459101490553132,1.6094379124341003,No,2,2,3,2,No,6
473,49,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,Male,58,5,Divorced,19502,2125,Y,17,3,80,1,5,Research Director,3,9,9,3.4657359027997265,3.4657359027997265,0.0,No,3,4,2,3,Yes,1
474,24,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,Male,89,1,Married,2725,21630,Y,11,2,80,2,3,Research Scientist,3,5,4,1.9459101490553132,1.9459101490553132,0.6931471805599453,No,4,2,4,3,Yes,1
477,50,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,Male,99,5,Married,18200,7999,Y,11,3,80,1,2,Manager,3,5,7,3.4965075614664802,3.4965075614664802,2.3978952727983707,No,2,1,3,3,No,1
478,25,Travel_Rarely,622,Sales,13,1,Medical,1,645,Male,40,1,Married,2096,26376,Y,11,3,80,0,1,Sales Representative,3,4,6,2.0794415416798357,2.0794415416798357,0.0,No,3,2,3,3,No,1
479,24,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,Female,55,1,Married,2886,14168,Y,16,4,80,1,4,Laboratory Technician,3,3,2,1.9459101490553132,1.9459101490553132,0.6931471805599453,Yes,3,1,3,3,Yes,1
480,30,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,Male,74,1,Married,2033,14470,Y,18,3,80,1,2,Sales Representative,3,0,0,0.6931471805599453,0.6931471805599453,0.0,Yes,1,2,2,4,No,1
481,34,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,Male,83,1,Married,3622,22794,Y,13,4,80,1,3,Research Scientist,3,5,3,1.9459101490553132,1.9459101490553132,0.6931471805599453,No,4,2,2,3,Yes,1
482,31,Travel_Rarely,1365,Sales,13,4,Medical,1,650,Male,46,2,Divorced,4233,11512,Y,17,3,80,0,2,Sales Executive,3,1,2,2.302585092994046,1.3862943611198906,0.6931471805599453,Yes,1,2,3,1,No,2
483,35,Travel_Rarely,538,Research & Development,25,2,Other,1,652,Male,54,2,Single,3681,14004,Y,14,4,80,0,3,Laboratory Technician,3,2,2,2.302585092994046,1.3862943611198906,0.0,No,4,1,2,3,No,4
485,27,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,Female,66,1,Divorced,2187,5013,Y,12,3,80,2,5,Research Scientist,3,3,3,1.9459101490553132,1.791759469228055,0.0,No,3,1,2,2,No,0
486,37,Travel_Rarely,558,Sales,2,3,Marketing,1,656,Male,75,2,Married,9602,3010,Y,11,3,80,1,3,Sales Executive,3,0,0,2.8903717578961645,1.3862943611198906,0.6931471805599453,No,3,4,3,2,Yes,4
487,20,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,Female,83,1,Single,2836,11757,Y,13,4,80,0,0,Research Scientist,3,0,0,0.6931471805599453,0.6931471805599453,0.0,No,2,4,2,4,No,1
488,42,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,Female,81,2,Married,4089,5718,Y,13,2,80,2,4,Healthcare Representative,3,2,2,2.3978952727983707,2.3978952727983707,1.0986122886681096,No,4,3,3,3,No,1
489,43,Travel_Rarely,782,Research & Development,6,4,Other,1,661,Male,50,4,Divorced,16627,2671,Y,14,3,80,1,3,Research Director,3,0,0,3.091042453358316,0.6931471805599453,0.0,No,4,2,2,2,Yes,4
490,38,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,Female,43,1,Single,2619,14561,Y,17,4,80,0,3,Research Scientist,3,0,0,2.1972245773362196,0.0,0.0,No,1,3,3,2,No,3
491,43,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,Male,72,2,Divorced,5679,19627,Y,13,2,80,1,3,Laboratory Technician,3,7,7,2.3978952727983707,2.1972245773362196,1.6094379124341003,No,3,4,3,3,Yes,3
492,48,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,Female,40,4,Married,15402,17997,Y,11,1,80,1,3,Manager,3,2,2,3.091042453358316,1.3862943611198906,0.0,No,1,4,2,1,No,7
493,44,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,Female,50,2,Single,5985,26894,Y,11,2,80,0,1,Human Resources,3,2,2,2.3978952727983707,1.0986122886681096,0.0,No,3,1,2,4,No,4
494,34,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,Female,31,1,Divorced,2579,2912,Y,18,4,80,2,3,Sales Representative,3,2,6,2.1972245773362196,2.1972245773362196,0.0,No,3,3,3,3,Yes,1
495,27,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,Male,85,1,Divorced,3041,16346,Y,11,2,80,1,3,Sales Representative,3,3,2,1.791759469228055,1.6094379124341003,0.0,Yes,1,3,3,3,No,0
496,21,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,Male,49,1,Single,3447,24444,Y,11,3,80,0,2,Sales Representative,3,2,2,1.3862943611198906,1.3862943611198906,0.6931471805599453,No,3,3,3,3,No,1
497,44,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,Male,35,5,Married,19513,9358,Y,12,1,80,1,2,Manager,3,2,1,3.295836866004329,1.0986122886681096,0.0,No,4,4,3,4,Yes,4
499,33,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,Male,39,2,Divorced,7104,20431,Y,12,4,80,0,3,Sales Executive,3,0,2,1.9459101490553132,1.791759469228055,0.6931471805599453,No,3,3,3,3,No,0
500,32,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,Female,92,2,Married,6322,18089,Y,12,4,80,1,2,Research Scientist,3,4,5,1.9459101490553132,1.9459101490553132,0.0,No,4,1,3,2,Yes,1
503,34,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,Male,42,1,Married,2691,7660,Y,12,4,80,1,4,Research Scientist,3,9,8,2.3978952727983707,2.3978952727983707,2.1972245773362196,No,4,2,3,2,No,1
504,45,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,Female,100,2,Married,4286,5630,Y,14,4,80,2,4,Sales Executive,3,1,0,1.791759469228055,0.6931471805599453,0.0,Yes,1,1,3,3,No,2
505,26,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,Female,71,1,Married,2659,17759,Y,13,3,80,1,2,Laboratory Technician,3,2,2,1.3862943611198906,1.3862943611198906,0.0,No,4,3,3,3,Yes,1
506,37,Travel_Rarely,482,Research & Development,3,3,Other,1,689,Male,36,3,Married,9434,9606,Y,15,3,80,1,2,Manufacturing Director,3,7,8,2.3978952727983707,2.3978952727983707,2.0794415416798357,No,3,3,3,3,No,1
507,29,Travel_Rarely,1176,Sales,3,2,Medical,1,690,Female,62,2,Married,5561,3487,Y,14,1,80,1,5,Sales Executive,3,0,2,1.9459101490553132,1.9459101490553132,0.6931471805599453,No,3,2,3,2,No,1
508,35,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,Male,82,2,Single,6646,19368,Y,13,2,80,0,3,Research Scientist,3,11,8,2.8903717578961645,2.8903717578961645,2.4849066497880004,No,4,2,1,3,No,1
510,54,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,Male,88,3,Married,10725,6729,Y,15,3,80,1,1,Human Resources,3,7,1,2.833213344056216,2.302585092994046,2.0794415416798357,No,2,3,3,4,No,2
511,36,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,Male,48,2,Divorced,8847,13934,Y,11,3,80,1,2,Manufacturing Director,3,2,2,2.639057329615259,1.3862943611198906,0.0,No,2,2,2,3,Yes,2
512,27,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,Male,54,1,Single,2045,15174,Y,13,4,80,0,0,Research Scientist,3,2,1,1.791759469228055,1.6094379124341003,0.6931471805599453,No,4,1,2,3,No,0
513,20,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701,Male,32,1,Single,1009,26999,Y,11,4,80,0,5,Research Scientist,3,0,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,Yes,3,4,3,3,Yes,1
514,33,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,Male,70,1,Single,3348,3164,Y,11,1,80,0,3,Research Scientist,3,8,7,2.3978952727983707,2.3978952727983707,2.302585092994046,Yes,1,1,3,3,Yes,1
515,35,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,Male,41,1,Married,1281,16900,Y,18,3,80,2,3,Laboratory Technician,3,0,0,0.6931471805599453,0.6931471805599453,0.0,No,3,3,2,3,No,1
516,23,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,Male,58,1,Married,2819,8544,Y,16,1,80,1,3,Research Scientist,3,2,2,1.791759469228055,1.3862943611198906,0.0,No,1,1,4,4,No,2
519,29,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,Male,76,1,Divorced,2720,18959,Y,18,4,80,1,5,Research Scientist,3,7,8,2.3978952727983707,2.3978952727983707,1.0986122886681096,No,4,2,1,3,No,1
520,48,Travel_Rarely,817,Sales,2,1,Marketing,1,712,Male,56,2,Married,8120,18597,Y,12,4,80,0,3,Sales Executive,3,2,2,2.5649493574615367,1.0986122886681096,1.0986122886681096,No,2,2,4,3,No,3
522,37,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,Male,80,1,Single,4680,15232,Y,17,1,80,0,2,Research Scientist,3,0,0,1.6094379124341003,0.6931471805599453,0.0,No,4,4,4,3,No,3
523,50,Travel_Rarely,1207,Research & Development,28,1,Medical,1,716,Male,74,1,Married,3221,3297,Y,11,3,80,3,3,Laboratory Technician,3,8,8,3.044522437723423,3.044522437723423,1.3862943611198906,No,3,4,4,3,Yes,1
524,34,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717,Female,46,3,Single,8621,17654,Y,14,2,80,0,3,Healthcare Representative,3,7,7,2.302585092994046,2.1972245773362196,2.0794415416798357,No,2,4,2,4,No,1
525,24,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,Female,65,2,Single,4577,24785,Y,14,1,80,0,3,Sales Executive,3,2,0,1.6094379124341003,1.0986122886681096,1.0986122886681096,Yes,3,1,3,3,No,9
526,39,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,721,Female,80,2,Single,4553,20978,Y,11,1,80,0,4,Healthcare Representative,3,7,10,3.044522437723423,3.044522437723423,2.4849066497880004,No,3,4,2,3,No,1
527,32,Travel_Rarely,929,Sales,10,3,Marketing,1,722,Male,55,2,Single,5396,21703,Y,12,4,80,0,2,Sales Executive,3,7,8,2.3978952727983707,2.3978952727983707,0.0,No,4,4,3,2,No,1
528,50,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,Male,50,2,Married,6796,23452,Y,14,1,80,1,4,Sales Executive,3,3,3,2.9444389791664403,1.6094379124341003,0.6931471805599453,Yes,3,2,3,3,Yes,3
529,38,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,Female,33,2,Single,7625,19383,Y,13,3,80,0,4,Healthcare Representative,3,7,8,2.3978952727983707,2.302585092994046,0.6931471805599453,No,4,2,4,2,No,0
530,27,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,Female,68,3,Married,7412,6009,Y,11,4,80,0,3,Manufacturing Director,3,7,7,2.302585092994046,2.302585092994046,0.0,No,1,3,3,3,No,1
531,32,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,Female,39,3,Single,11159,19373,Y,15,4,80,0,6,Research Director,3,7,7,2.3978952727983707,2.0794415416798357,2.0794415416798357,No,4,3,3,3,No,3
532,47,Travel_Rarely,703,Sales,14,4,Marketing,1,728,Male,42,2,Single,4960,11825,Y,12,4,80,0,2,Sales Executive,3,7,7,3.044522437723423,2.0794415416798357,0.6931471805599453,No,1,4,3,3,No,2
534,53,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730,Male,59,4,Married,14814,13514,Y,19,3,80,0,3,Research Director,3,1,3,3.4965075614664802,1.791759469228055,0.6931471805599453,No,3,3,4,3,No,3
535,41,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731,Male,73,5,Divorced,19141,8861,Y,15,2,80,3,2,Manager,3,6,6,3.1780538303479458,3.091042453358316,2.5649493574615367,No,4,2,2,2,No,3
536,60,Travel_Rarely,1179,Sales,16,4,Marketing,1,732,Male,84,2,Single,5405,11924,Y,14,4,80,0,1,Sales Executive,3,2,2,2.3978952727983707,1.0986122886681096,1.0986122886681096,No,1,1,3,3,No,8
538,41,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,734,Male,59,5,Married,19189,19562,Y,12,2,80,1,3,Manager,3,7,10,3.1354942159291497,3.1354942159291497,1.0986122886681096,No,3,4,2,3,No,1
539,50,Travel_Rarely,316,Sales,8,4,Marketing,1,738,Male,54,1,Married,3875,9983,Y,15,4,80,1,2,Sales Representative,3,2,2,1.6094379124341003,1.0986122886681096,1.0986122886681096,No,2,4,3,3,No,7
540,28,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,Female,67,1,Single,2216,3872,Y,13,4,80,0,4,Research Scientist,3,7,7,2.3978952727983707,2.0794415416798357,1.3862943611198906,Yes,2,1,1,3,Yes,7
541,36,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,Female,63,3,Married,11713,20335,Y,14,1,80,1,2,Research Director,3,7,5,2.3978952727983707,2.1972245773362196,0.0,No,1,1,4,3,No,9
542,38,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,743,Female,81,3,Single,7861,15397,Y,14,4,80,0,4,Manufacturing Director,3,0,0,2.3978952727983707,0.6931471805599453,0.0,No,3,3,3,4,Yes,4
543,44,Non-Travel,381,Research & Development,24,3,Medical,1,744,Male,49,1,Single,3708,2104,Y,14,3,80,0,5,Laboratory Technician,3,2,4,2.302585092994046,1.791759469228055,0.6931471805599453,No,3,1,1,3,No,2
544,47,Travel_Frequently,217,Sales,3,3,Medical,1,746,Female,49,4,Divorced,13770,10225,Y,12,4,80,2,2,Sales Executive,3,2,13,3.367295829986474,3.1354942159291497,2.4849066497880004,No,3,4,3,2,Yes,9
546,29,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,Male,99,1,Single,2642,2755,Y,11,3,80,0,6,Sales Representative,3,0,0,0.6931471805599453,0.6931471805599453,0.0,No,3,3,3,3,No,1
547,42,Travel_Frequently,933,Research & Development,19,3,Medical,1,752,Male,57,1,Divorced,2759,20366,Y,12,4,80,0,2,Research Scientist,3,2,2,2.0794415416798357,1.0986122886681096,1.0986122886681096,Yes,3,3,4,3,Yes,6
548,43,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,Male,47,2,Married,6804,23683,Y,18,3,80,1,5,Sales Executive,3,2,2,2.0794415416798357,1.0986122886681096,1.0986122886681096,No,4,4,2,3,No,3
549,34,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,Female,96,2,Single,6142,7360,Y,11,4,80,0,2,Healthcare Representative,3,1,3,2.3978952727983707,1.791759469228055,1.6094379124341003,No,3,2,3,3,No,3
550,23,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,Male,37,1,Married,2500,4344,Y,14,4,80,1,2,Laboratory Technician,3,3,2,1.791759469228055,1.6094379124341003,0.0,No,1,2,3,4,No,1
551,39,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760,Female,44,2,Married,6389,18767,Y,15,3,80,1,3,Human Resources,3,3,6,2.5649493574615367,2.1972245773362196,1.3862943611198906,No,2,3,4,1,No,9
552,56,Travel_Rarely,832,Research & Development,9,3,Medical,1,762,Male,81,4,Married,11103,20420,Y,11,3,80,0,1,Healthcare Representative,3,7,1,3.4339872044851463,2.3978952727983707,0.6931471805599453,No,4,3,3,2,No,7
554,27,Travel_Rarely,975,Research & Development,7,3,Medical,1,764,Female,55,2,Single,6811,23398,Y,19,1,80,0,2,Healthcare Representative,3,6,7,2.302585092994046,2.0794415416798357,0.0,No,1,4,2,1,No,8
555,29,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,Male,83,1,Divorced,2297,17967,Y,14,4,80,2,2,Sales Representative,3,2,2,1.0986122886681096,1.0986122886681096,1.0986122886681096,No,2,4,3,3,No,1
556,53,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,769,Male,86,2,Single,2450,10919,Y,17,4,80,0,4,Laboratory Technician,3,2,2,2.995732273553991,1.0986122886681096,1.0986122886681096,No,4,4,3,3,No,2
557,35,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,Female,61,2,Divorced,5093,4761,Y,11,1,80,1,2,Healthcare Representative,3,0,0,2.833213344056216,0.6931471805599453,0.0,No,1,4,3,4,No,2
558,32,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,Male,80,2,Married,5309,21146,Y,15,4,80,2,2,Laboratory Technician,3,8,7,2.3978952727983707,2.3978952727983707,1.6094379124341003,No,4,1,3,3,No,1
559,38,Travel_Rarely,268,Research & Development,2,5,Medical,1,773,Male,92,1,Married,3057,20471,Y,13,2,80,1,0,Research Scientist,3,0,1,1.9459101490553132,0.6931471805599453,0.0,No,3,4,3,1,Yes,6
560,34,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775,Female,32,2,Divorced,5121,4187,Y,14,3,80,1,3,Manufacturing Director,3,0,0,2.0794415416798357,0.0,0.0,No,1,2,3,3,No,3
561,52,Travel_Rarely,621,Sales,3,4,Marketing,1,776,Male,31,4,Married,16856,10084,Y,11,1,80,0,3,Manager,3,6,16,3.5553480614894135,3.5553480614894135,0.6931471805599453,No,1,3,2,4,No,1
562,33,Travel_Rarely,527,Research & Development,1,4,Other,1,780,Male,63,1,Single,2686,5207,Y,13,3,80,0,2,Research Scientist,3,9,8,2.3978952727983707,2.3978952727983707,2.0794415416798357,Yes,4,4,3,2,Yes,1
564,45,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,Male,46,2,Single,6632,12388,Y,13,1,80,0,3,Sales Representative,3,7,1,2.302585092994046,2.1972245773362196,1.3862943611198906,No,3,2,1,3,No,0
565,23,Travel_Rarely,310,Research & Development,10,1,Medical,1,784,Male,79,1,Single,3505,19630,Y,18,4,80,0,3,Research Scientist,3,2,2,1.0986122886681096,1.0986122886681096,0.0,No,3,1,4,3,No,1
566,47,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,Female,77,2,Single,6397,10339,Y,12,4,80,0,2,Sales Executive,3,4,3,2.1972245773362196,1.791759469228055,0.6931471805599453,Yes,3,2,4,3,Yes,4
568,55,Travel_Rarely,725,Research & Development,2,3,Medical,1,787,Male,78,5,Married,19859,21199,Y,13,4,80,1,2,Manager,3,2,4,3.2188758248682006,1.791759469228055,0.6931471805599453,Yes,1,4,3,3,Yes,5
569,36,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,Male,76,3,Single,7587,14229,Y,15,2,80,0,1,Sales Executive,3,7,9,2.3978952727983707,2.3978952727983707,0.0,No,1,1,2,3,No,1
570,52,Non-Travel,715,Research & Development,19,4,Medical,1,791,Male,41,1,Married,4258,26589,Y,18,1,80,1,3,Research Scientist,3,3,2,1.791759469228055,1.6094379124341003,0.6931471805599453,No,4,4,3,3,No,0
571,26,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792,Female,71,1,Divorced,4364,5288,Y,14,1,80,1,2,Laboratory Technician,3,2,0,1.791759469228055,1.0986122886681096,1.0986122886681096,No,4,1,1,3,No,3
572,29,Travel_Rarely,657,Research & Development,27,3,Medical,1,793,Female,66,2,Married,4335,25549,Y,12,1,80,1,3,Healthcare Representative,3,7,1,2.4849066497880004,2.1972245773362196,0.6931471805599453,No,3,2,3,2,No,4
573,26,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,Male,38,2,Single,5326,3064,Y,17,3,80,0,2,Sales Executive,3,3,2,1.9459101490553132,1.6094379124341003,0.6931471805599453,Yes,1,4,2,2,No,6
574,34,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,797,Female,72,1,Single,3280,13551,Y,16,3,80,0,2,Research Scientist,3,2,3,2.3978952727983707,1.6094379124341003,0.6931471805599453,No,4,2,4,3,No,2
575,54,Travel_Rarely,376,Research & Development,19,4,Medical,1,799,Female,95,2,Divorced,5485,22670,Y,11,2,80,2,4,Manufacturing Director,3,3,4,2.302585092994046,1.791759469228055,0.6931471805599453,No,1,4,3,3,Yes,9
576,27,Travel_Frequently,829,Sales,8,1,Marketing,1,800,Male,84,2,Married,4342,24008,Y,19,2,80,1,3,Sales Executive,3,2,1,1.791759469228055,1.6094379124341003,0.6931471805599453,No,4,3,3,3,No,0
577,37,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,Female,82,1,Divorced,2782,19905,Y,13,2,80,2,3,Research Scientist,3,3,3,1.9459101490553132,1.791759469228055,1.6094379124341003,No,1,4,3,2,Yes,0
578,38,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,803,Female,75,2,Single,5980,26085,Y,12,4,80,0,2,Manufacturing Director,3,7,12,2.8903717578961645,2.772588722239781,1.6094379124341003,No,1,1,4,3,Yes,6
579,34,Travel_Rarely,121,Research & Development,2,4,Medical,1,804,Female,86,1,Single,4381,7530,Y,11,3,80,0,3,Research Scientist,3,5,3,1.9459101490553132,1.9459101490553132,0.6931471805599453,No,1,3,2,3,No,1
580,35,Travel_Rarely,384,Sales,8,4,Life Sciences,1,805,Female,72,1,Married,2572,20317,Y,16,2,80,1,1,Sales Representative,3,2,2,1.3862943611198906,1.3862943611198906,0.0,No,4,1,3,2,No,1
583,34,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,808,Female,93,2,Married,6500,13305,Y,17,2,80,1,1,Sales Executive,3,2,2,1.9459101490553132,1.3862943611198906,0.6931471805599453,No,1,3,3,3,No,5
584,42,Travel_Frequently,570,Research & Development,8,3,Life Sciences,1,809,Male,66,5,Divorced,18430,16225,Y,13,2,80,1,4,Manager,3,7,9,3.2188758248682006,3.2188758248682006,2.70805020110221,No,4,2,3,2,No,1
586,24,Non-Travel,1092,Research & Development,9,3,Life Sciences,1,812,Male,60,1,Divorced,2694,26551,Y,11,3,80,3,4,Laboratory Technician,3,0,0,0.6931471805599453,0.6931471805599453,0.0,No,2,3,2,3,No,1
588,50,Travel_Rarely,691,Research & Development,2,3,Medical,1,815,Male,64,4,Married,17639,6881,Y,16,4,80,0,3,Research Director,3,3,3,3.4339872044851463,1.6094379124341003,0.0,No,3,3,3,3,No,5
589,29,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,816,Female,36,1,Married,2319,6689,Y,11,4,80,1,1,Laboratory Technician,3,0,0,0.6931471805599453,0.6931471805599453,0.0,Yes,1,2,2,3,Yes,1
590,33,Travel_Rarely,213,Research & Development,7,3,Medical,1,817,Male,49,3,Married,11691,25995,Y,11,4,80,0,3,Research Director,3,9,7,2.70805020110221,2.639057329615259,1.3862943611198906,No,3,3,3,4,No,0
591,33,Travel_Rarely,118,Sales,16,3,Marketing,1,819,Female,69,2,Single,5324,26507,Y,15,3,80,0,3,Sales Executive,3,2,2,1.9459101490553132,1.3862943611198906,0.0,Yes,1,1,3,3,No,5
592,47,Travel_Rarely,202,Research & Development,2,2,Other,1,820,Female,33,4,Married,16752,12982,Y,11,3,80,1,3,Manager,3,14,0,3.295836866004329,3.295836866004329,1.3862943611198906,No,4,3,3,2,Yes,1
593,36,Travel_Rarely,676,Research & Development,1,3,Other,1,823,Female,35,2,Married,5228,23361,Y,15,1,80,1,2,Manufacturing Director,3,7,5,2.3978952727983707,2.302585092994046,0.0,No,2,3,3,3,No,0
595,58,Travel_Rarely,286,Research & Development,2,4,Life Sciences,1,825,Male,31,5,Single,19246,25761,Y,12,4,80,0,2,Research Director,3,15,8,3.713572066704308,3.4657359027997265,2.639057329615259,Yes,2,4,3,3,Yes,7
596,35,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,826,Female,40,1,Single,2506,13301,Y,13,3,80,0,0,Research Scientist,3,2,2,2.0794415416798357,1.0986122886681096,1.0986122886681096,No,3,4,4,3,No,3
597,42,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,827,Female,43,2,Married,6062,4051,Y,13,4,80,1,4,Manufacturing Director,3,3,2,2.1972245773362196,1.6094379124341003,0.0,No,4,4,2,3,Yes,9
598,28,Travel_Rarely,890,Research & Development,2,4,Medical,1,828,Male,46,1,Single,4382,16374,Y,17,4,80,0,3,Research Scientist,3,2,1,1.791759469228055,1.0986122886681096,1.0986122886681096,Yes,3,3,3,2,No,6
